observed_fluor,sample_id
90.61679336334606,0
73.90504496888074,1
98.92099174173116,2
135.17261029119518,3
106.33754725638242,4
765.7970438941386,5
717.5334398527566,6
425.98373386248556,7
1419.2061703463014,8
997.7111674719723,9
562.4286828435995,10
1309.6958403245858,11
939.421309197318,12
1033.14693903294,13
631.4321100309837,14
1260.429598833195,15
667.8778436538854,16
999.2813005636631,17
997.3035629226529,18
1293.0982369578564,19
61.617009688335536,20
76.16528621370244,21
90.91730740432403,22
122.40668722012082,23
85.21022716038541,24
129.37860890750977,25
109.06155809884761,26
87.42705720179372,27
81.30208850403854,28
92.2640315936344,29
112.42028317886003,30
88.61227299317007,31
95.65527374124737,32
70.86029266106735,33
88.47411427519864,34
595.4300357763211,35
875.0888875775304,36
1111.9739247845478,37
659.55153354288,38
945.9397523622029,39
979.4154635265384,40
977.5081776402106,41
885.261574543958,42
1491.2072241788194,43
1144.662573907753,44
994.1747582101369,45
1387.6220087554736,46
1156.2785237124863,47
1001.2274774403779,48
864.9043226411936,49
114.12093155085589,50
112.69210509234915,51
126.6372072379189,52
110.48651186886414,53
85.64646898638817,54
102.84659714868542,55
84.22572381000833,56
79.48748617239066,57
74.5826982109383,58
150.34476644234644,59
103.94369940572149,60
120.98093303365519,61
111.55023365001844,62
72.18109925180502,63
100.82390961156611,64
954.208116673201,65
1512.603688709159,66
983.7241965192989,67
1102.3976943528796,68
702.0037096194487,69
1096.1033871055117,70
837.9686061798611,71
998.3631146263488,72
670.8802778031602,73
613.3065845504774,74
790.8557835416462,75
1178.3010367192637,76
995.7578877259251,77
916.1533521750043,78
663.6520711733999,79
78.78204024163979,80
95.54653682920164,81
103.82350488763119,82
93.75673341846228,83
72.88107231521032,84
71.98063184483034,85
75.05073273689935,86
129.5285173906383,87
154.8754122354616,88
50.49057927503558,89
89.58634429830553,90
155.93340383808604,91
117.28676877853958,92
90.5897440202663,93
115.62199756981568,94
1308.1560764433102,95
1255.7762285551291,96
775.1321243845905,97
1500.370633152585,98
903.6643457313163,99
1306.5807502752327,100
993.7169739045872,101
419.84432601147216,102
290.0801250937527,103
1513.2047048252678,104
1321.1858690689685,105
1211.4409940702344,106
1360.5933554253352,107
840.7799118841536,108
928.079525916211,109
69.44989289909195,110
119.33441949173304,111
85.28265640082263,112
119.85497044467327,113
86.59365093082182,114
124.49373880126522,115
84.04229617548309,116
82.22752116703836,117
115.42097337472917,118
92.33321805067493,119
